frame_index,stage,duration_ms
210,detection,34.89
211,queue_frame,13.89
230,frame_acquisition,33.12
43,visualization,124.07
211,detection,30.15
212,queue_frame,10.90
231,frame_acquisition,33.11
212,detection,26.59
213,queue_frame,4.35
44,landmarks,157.57
44,queue_landmarks,0.11
45,queue_bbox,29.83
232,frame_acquisition,33.10
213,detection,38.57
214,queue_frame,9.81
233,frame_acquisition,33.14
214,detection,41.49
215,queue_frame,18.15
234,frame_acquisition,33.09
215,detection,36.83
216,queue_frame,21.91
44,visualization,124.87
235,frame_acquisition,33.15
216,detection,37.67
217,queue_frame,26.46
236,frame_acquisition,33.08
45,landmarks,165.73
45,queue_landmarks,0.07
46,queue_bbox,51.90
217,detection,31.92
218,queue_frame,25.33
237,frame_acquisition,33.12
218,detection,40.56
219,queue_frame,32.65
238,frame_acquisition,33.08
239,frame_acquisition,33.09
219,detection,37.89
220,queue_frame,37.49
45,visualization,123.20
240,frame_acquisition,33.11
220,detection,38.87
221,queue_frame,43.31
241,frame_acquisition,33.12
46,landmarks,164.52
47,queue_bbox,68.39
46,queue_landmarks,0.17
221,detection,35.07
222,queue_frame,45.27
242,frame_acquisition,33.12
222,detection,39.71
223,queue_frame,51.89
243,frame_acquisition,33.08
223,detection,42.65
224,queue_frame,61.50
244,frame_acquisition,33.12
245,frame_acquisition,33.09
224,detection,40.68
225,queue_frame,35.78
46,visualization,134.59
246,frame_acquisition,33.11
225,detection,32.17
226,queue_frame,34.83
47,landmarks,171.49
47,queue_landmarks,0.05
48,queue_bbox,42.38
247,frame_acquisition,33.09
226,detection,33.71
227,queue_frame,35.47
248,frame_acquisition,33.10
227,detection,37.02
228,queue_frame,39.42
249,frame_acquisition,33.08
228,detection,36.32
229,queue_frame,42.65
47,visualization,114.21
250,frame_acquisition,33.10
229,detection,31.22
230,queue_frame,40.94
251,frame_acquisition,33.11
48,landmarks,157.16
49,queue_bbox,60.17
48,queue_landmarks,0.09
230,detection,31.04
231,queue_frame,38.91
252,frame_acquisition,33.12
231,detection,33.07
232,queue_frame,38.87
253,frame_acquisition,33.13
232,detection,33.54
233,queue_frame,39.33
254,frame_acquisition,33.15
233,detection,33.55
234,queue_frame,39.77
48,visualization,105.87
255,frame_acquisition,33.15
234,detection,30.31
235,queue_frame,36.90
49,landmarks,151.01
50,queue_bbox,48.28
49,queue_landmarks,0.10
256,frame_acquisition,33.18
235,detection,30.79
236,queue_frame,34.52
257,frame_acquisition,33.09
236,detection,36.47
237,queue_frame,37.76
258,frame_acquisition,33.10
237,detection,34.03
238,queue_frame,38.69
49,visualization,110.45
259,frame_acquisition,33.07
238,detection,32.59
239,queue_frame,38.19
