frame_index,stage,duration_ms
274,landmarks,99.80
274,visualization,95.53
275,frame_acquisition,33.12
275,detection,22.93
275,landmarks,90.10
275,visualization,83.84
276,frame_acquisition,33.13
276,detection,23.19
276,landmarks,115.98
276,visualization,96.61
277,frame_acquisition,33.14
277,detection,20.04
277,landmarks,92.52
277,visualization,80.82
278,frame_acquisition,33.17
278,detection,21.04
278,landmarks,102.30
278,visualization,88.47
279,frame_acquisition,33.23
279,detection,24.30
279,landmarks,99.68
279,visualization,86.44
280,frame_acquisition,33.11
280,detection,26.54
280,landmarks,99.92
280,visualization,93.03
281,frame_acquisition,33.34
281,detection,21.58
281,landmarks,90.97
281,visualization,86.03
282,frame_acquisition,33.07
282,detection,24.22
282,landmarks,99.72
282,visualization,91.48
283,frame_acquisition,33.07
283,detection,28.26
283,landmarks,95.41
283,visualization,87.12
284,frame_acquisition,33.08
284,detection,22.95
284,landmarks,98.07
284,visualization,89.26
285,frame_acquisition,33.10
285,detection,22.83
285,landmarks,92.35
285,visualization,82.75
286,frame_acquisition,33.08
286,detection,23.54
286,landmarks,97.98
286,visualization,92.76
287,frame_acquisition,33.34
287,detection,22.99
287,landmarks,92.01
287,visualization,84.48
288,frame_acquisition,33.25
288,detection,23.57
288,landmarks,95.46
288,visualization,92.77
289,frame_acquisition,33.49
289,detection,22.73
289,landmarks,89.11
289,visualization,82.49
290,frame_acquisition,33.15
290,detection,21.68
290,landmarks,95.19
290,visualization,89.25
291,frame_acquisition,33.10
291,detection,24.31
291,landmarks,100.57
291,visualization,88.90
292,frame_acquisition,33.11
292,detection,20.37
292,landmarks,92.80
292,visualization,82.21
293,frame_acquisition,33.10
293,detection,21.61
293,landmarks,95.60
293,visualization,79.50
294,frame_acquisition,33.10
294,detection,24.58
294,landmarks,94.76
294,visualization,75.38
295,frame_acquisition,33.07
295,detection,27.67
295,landmarks,97.84
295,visualization,73.10
296,frame_acquisition,33.45
296,detection,22.26
296,landmarks,91.55
296,visualization,76.96
297,frame_acquisition,33.27
297,detection,24.12
297,landmarks,98.22
297,visualization,100.75
298,frame_acquisition,33.10
298,detection,24.48
298,landmarks,96.86
298,visualization,75.20
299,frame_acquisition,33.12
299,detection,22.07
299,landmarks,117.33
299,visualization,81.30
300,frame_acquisition,33.50
300,detection,25.84
300,landmarks,99.35
300,visualization,79.89
301,frame_acquisition,33.10
301,detection,25.68
301,landmarks,99.74
301,visualization,85.07
302,frame_acquisition,33.37
302,detection,21.96
302,landmarks,92.47
302,visualization,75.21
303,frame_acquisition,33.08
303,detection,20.42
303,landmarks,95.45
303,visualization,83.57
304,frame_acquisition,33.10
304,detection,21.59
304,landmarks,95.61
304,visualization,76.91
305,frame_acquisition,33.24
305,detection,22.25
305,landmarks,100.13
305,visualization,83.43
306,frame_acquisition,33.33
306,detection,21.81
306,landmarks,107.67
306,visualization,91.50
307,frame_acquisition,33.38
307,detection,23.14
307,landmarks,92.81
307,visualization,83.88
308,frame_acquisition,33.09
308,detection,22.17
308,landmarks,102.54
308,visualization,80.91
309,frame_acquisition,33.09
309,detection,20.96
309,landmarks,96.99
309,visualization,85.53
310,frame_acquisition,33.15
310,detection,23.07
310,landmarks,96.80
310,visualization,80.07
311,frame_acquisition,33.13
311,detection,23.71
311,landmarks,95.39
311,visualization,79.60
312,frame_acquisition,33.46
312,detection,22.09
312,landmarks,98.09
312,visualization,79.72
313,frame_acquisition,33.12
313,detection,21.83
313,landmarks,92.35
313,visualization,74.79
314,frame_acquisition,33.11
314,detection,21.18
314,landmarks,94.94
314,visualization,75.45
315,frame_acquisition,33.46
315,detection,20.07
315,landmarks,93.77
315,visualization,79.55
316,frame_acquisition,33.12
316,detection,23.10
316,landmarks,101.81
