frame_index,stage,duration_ms
387,bbox_calculation,68.93
83,landmarks,193.51
83,visualization,108.15
84,data_queue,87.56
388,bbox_calculation,70.07
389,bbox_calculation,65.45
390,bbox_calculation,68.44
391,bbox_calculation,75.33
84,landmarks,152.28
84,visualization,124.03
85,data_queue,90.69
392,bbox_calculation,79.10
393,bbox_calculation,73.86
394,bbox_calculation,75.74
395,bbox_calculation,71.74
85,landmarks,183.95
85,visualization,118.28
86,data_queue,86.52
396,bbox_calculation,75.59
397,bbox_calculation,69.91
398,bbox_calculation,71.60
399,bbox_calculation,69.21
86,landmarks,158.41
86,visualization,116.06
87,data_queue,71.89
400,bbox_calculation,69.72
401,bbox_calculation,64.99
402,bbox_calculation,64.35
403,bbox_calculation,72.57
87,landmarks,158.20
87,visualization,112.37
88,data_queue,73.97
404,bbox_calculation,67.77
405,bbox_calculation,68.06
406,bbox_calculation,71.43
88,landmarks,152.10
88,visualization,105.17
89,data_queue,122.74
407,bbox_calculation,67.32
408,bbox_calculation,67.62
409,bbox_calculation,68.99
410,bbox_calculation,76.40
89,landmarks,158.25
89,visualization,119.20
90,data_queue,124.58
411,bbox_calculation,73.72
412,bbox_calculation,70.79
413,bbox_calculation,75.60
414,bbox_calculation,72.42
90,landmarks,181.22
90,visualization,119.17
91,data_queue,127.92
415,bbox_calculation,72.20
416,bbox_calculation,75.57
417,bbox_calculation,72.88
418,bbox_calculation,77.22
91,landmarks,175.56
91,visualization,120.49
92,data_queue,130.60
419,bbox_calculation,72.49
420,bbox_calculation,70.67
421,bbox_calculation,71.11
422,bbox_calculation,71.64
92,landmarks,166.10
92,visualization,115.92
93,data_queue,120.83
423,bbox_calculation,69.82
424,bbox_calculation,69.51
425,bbox_calculation,72.31
426,bbox_calculation,72.40
93,landmarks,158.07
93,visualization,106.14
94,data_queue,101.55
427,bbox_calculation,70.86
428,bbox_calculation,65.72
429,bbox_calculation,66.45
430,bbox_calculation,75.34
94,landmarks,152.47
94,visualization,107.76
95,data_queue,85.97
431,bbox_calculation,66.42
432,bbox_calculation,66.77
433,bbox_calculation,66.59
434,bbox_calculation,70.16
95,landmarks,162.94
95,visualization,114.19
96,data_queue,87.78
435,bbox_calculation,66.56
436,bbox_calculation,61.95
437,bbox_calculation,81.11
438,bbox_calculation,82.11
96,landmarks,164.26
96,visualization,130.11
97,data_queue,102.12
439,bbox_calculation,77.09
440,bbox_calculation,71.59
441,bbox_calculation,115.01
442,bbox_calculation,75.11
97,landmarks,179.60
97,visualization,144.68
98,data_queue,80.39
443,bbox_calculation,69.29
444,bbox_calculation,70.64
445,bbox_calculation,71.17
446,bbox_calculation,76.85
98,landmarks,166.27
98,visualization,120.75
99,data_queue,80.96
447,bbox_calculation,83.42
448,bbox_calculation,80.15
449,bbox_calculation,81.50
99,landmarks,175.78
